hospital_id,name,normalized_name,city,practice_type,locality,address,latitude,longitude,h3_res7,zone,doctors_count,speciality_count,multispeciality,other_centers_count,consultation_fee_min,consultation_fee_max,rating,reviews_count,year_established,phone,profile_url,image_url,status,source,scraped_at,data_completeness,dedupe_status,city_rank,quartile,q4_subquartile,segment,hospital_score
hosp_9f58016b6765ea79,People Tree Hospitals,people tree hospitals,Bangalore,Hospital,Yeshwanthpur,,13.02879534214421,77.53946475684643,876014595ffffff,,61.0,39.0,True,3.0,350.0,1500.0,4.5,11719.0,2013.0,+911141193943,https://www.practo.com/bangalore/hospital/people-tree-hospitals-yeshwanthpur-3?referrer=hospital_listing,https://images1-fabric.practo.com/practices/700041/people-tree-hospitals-bangalore-5c81257617f6e.png,VN,practo,,1.0,canonical,1,Q4,Q4-Sub-Q4,Ultra Premium,0.705036
hosp_5c3bb45b83e67b5a,Chisel Dental,chisel dental,Bangalore,Hospital,Koramangala,,12.92777,77.63721,876189251ffffff,,2.0,1.0,True,,250.0,350.0,5.0,9622.0,,+917948221644,https://www.practo.com/bangalore/hospital/chisel-dental-clinic-koramangala-1-block?referrer=hospital_listing,https://images1-fabric.practo.com/chisel-dental-bangalore-1440228638-55d8251e83379.JPG,ABS,practo,,1.0,canonical,2,Q4,Q4-Sub-Q4,Ultra Premium,0.609642
hosp_e8ff2c876bed9efd,Trustwell Hospitals,trustwell hospitals,Bangalore,Hospital,Sampangiramnagar,,12.96056110058228,77.58395074835684,87618925bffffff,,70.0,37.0,True,,0.0,1200.0,5.0,978.0,2019.0,+918047092819,https://www.practo.com/bangalore/hospital/trustwell-hospitals-k-r-market?referrer=hospital_listing,https://images1-fabric.practo.com/practices/1276829/trustwell-hospitals-bangalore-5e3abff674156.png,ABS,practo,,1.0,canonical,3,Q4,Q4-Sub-Q4,Ultra Premium,0.577748
hosp_1442c848db108a2f,SPARSH Hospital,sparsh hospital,Bangalore,Hospital,Yeshwanthpur,,13.027456,77.542773,876014595ffffff,,39.0,29.0,True,3.0,500.0,1100.0,5.0,2981.0,2015.0,+918045002253,https://www.practo.com/bangalore/hospital/sparsh-hospital-yeshwanthpur-2?referrer=hospital_listing,https://images1-fabric.practo.com/practices/918580/sparsh-super-speciality-hospital-bangalore-5911bb7c0ee04.jpg,RFA,practo,,1.0,canonical,4,Q4,Q4-Sub-Q4,Ultra Premium,0.574821
hosp_2c1dcf1e99b0410b,Vikram Aura Hospital,vikram aura hospital,Bangalore,Hospital,Richmond Town,,12.966053,77.609366,87618925affffff,,37.0,24.0,True,,0.0,1600.0,5.0,2592.0,,+918048816825,https://www.practo.com/bangalore/hospital/fortis-la-feme-hospital-for-women-richmond-town?referrer=hospital_listing,https://images1-fabric.practo.com/practices/940113/vikram-aura-hospital-bangalore-67e14f888f99e.png,VN,practo,,1.0,canonical,5,Q4,Q4-Sub-Q4,Ultra Premium,0.544951
hosp_be8bfa3a71db9578,Sakra World Hospital,sakra world hospital,Bangalore,Hospital,Bellandur,,12.93202,77.68528,876189254ffffff,,104.0,52.0,True,,0.0,1500.0,4.0,4741.0,2013.0,+918045685829,https://www.practo.com/bangalore/hospital/sakra-world-hospital-10-bellandur?referrer=hospital_listing,https://images1-fabric.practo.com/practices/1135026/sakra-world-hospital-bangalore-5c812396636f6.png,VN,practo,,1.0,canonical,6,Q4,Q4-Sub-Q4,Ultra Premium,0.528627
hosp_0f72ede02999a66e,Brindhavvan Areion Hospital,brindhavvan areion hospital,Bangalore,Hospital,Chamarajpet,,12.9578853,77.5690757,8760145a6ffffff,,33.0,30.0,True,,0.0,800.0,5.0,1090.0,2015.0,+918046808476,https://www.practo.com/bangalore/hospital/brindhavvan-areion-hospital-chamarajpet?referrer=hospital_listing,https://images1-fabric.practo.com/brindhavvan-areion-hospital-bangalore-1441638655-55eda8ff9668f.png,VN,practo,,1.0,canonical,7,Q4,Q4-Sub-Q4,Ultra Premium,0.525269
hosp_4c000f01a2d77aa1,Ovum Woman & Child Speciality Hospital,ovum woman child speciality hospital,Bangalore,Hospital,Kalyan Nagar,,13.020179,77.651675,8761892c5ffffff,,20.0,7.0,True,5.0,800.0,1000.0,5.0,3993.0,,+918045680620,https://www.practo.com/bangalore/hospital/ovum-birthing-center-kalyan-nagar-1?referrer=hospital_listing,https://images1-fabric.practo.com/ovum-women-child-speciality-hospital-bangalore-1456996399-56d8002f37641.jpg,ABS,practo,,1.0,canonical,8,Q4,Q4-Sub-Q4,Ultra Premium,0.522191
hosp_901f226e33411a3f,Manipal Hospitals Old Airport Road,manipal hospitals old airport road,Bangalore,Hospital,Old Airport Road,,12.95959,77.64937,876189253ffffff,,163.0,46.0,True,9.0,600.0,2500.0,3.5,6628.0,,+918047116545,https://www.practo.com/bangalore/hospital/manipal-hospital-old-airport-road-1-630200?referrer=hospital_listing,https://images1-fabric.practo.com/practices/630200/manipal-hospitals-old-airport-road-bangalore-66b1b7d2960af.jpg,RFA,practo,,1.0,canonical,9,Q4,Q4-Sub-Q4,Ultra Premium,0.513256
hosp_4739c13b086aa466,Cloudnine Hospital - HRBR,cloudnine hospital hrbr,Bangalore,Hospital,HRBR Layout,,13.019983,77.655411,8761892c5ffffff,,22.0,10.0,True,14.0,1000.0,2700.0,5.0,2183.0,2014.0,+917969142087,https://www.practo.com/bangalore/hospital/cloudnineclinic-hrbr-layout?referrer=hospital_listing,https://images1-fabric.practo.com/5552fecce91730ca8a8c019d3a1c84b6d58b0e15510ea.png,ABS,practo,,1.0,canonical,10,Q4,Q4-Sub-Q4,Ultra Premium,0.50042
